,underlying_price,base_volatility,skew,kurtosis
2019-12-03,23379.81,0.126281375,0.04039537500000001,0.009408437500000005
2019-12-04,23135.23,0.14464714285714286,0.04416046428571427,0.007094839285714305
2019-12-05,23300.09,0.13474707142857142,0.029441142857142832,0.007021250000000007
2019-12-06,23354.4,0.1377292142857143,0.020100857142857143,0.0012997142857142652
2019-12-09,23430.7,0.13706744642857144,0.027885285714285724,0.006333428571428545
2019-12-10,23410.19,0.13949850000000003,0.03290000000000004,0.007089999999999985
2019-12-13,24023.1,0.1264378,0.022981157142857145,0.0057291928571428785
2019-12-16,23952.35,0.11961037142857142,0.01080524285714285,0.0034011214285714353
2019-12-17,24066.12,0.109935,0.013909299999999986,0.005430349999999987
2019-12-18,23934.43,0.11586745714285715,0.02797445714285715,0.004466185714285711
2019-12-19,23864.85,0.11535685714285715,0.016508571428571428,0.0036767571428571455
2019-12-20,23816.63,0.1178225,0.024413642857142842,0.0019861071428571436
2019-12-23,23821.11,0.11896505714285714,0.020250871428571432,0.004966664285714295
2019-12-24,23830.58,0.11958359999999998,0.023236400000000018,0.004441100000000017
2019-12-25,23782.87,0.11561792857142858,0.02189307142857143,0.004164392857142846
2019-12-26,23924.92,0.11701501428571429,0.025408285714285744,0.004598771428571444
2019-12-27,23837.72,0.12069541428571429,0.012292400000000023,0.0044603
2019-12-30,23656.62,0.130209,0.02133707142857144,0.007082821428571445
2020-01-06,23204.86,0.1616431857142857,0.05510945714285714,0.005520942857142858
2020-01-07,23575.72,0.1412038,0.042609200000000014,0.007091100000000017
2020-01-08,23204.76,0.16601554285714287,0.05421732857142858,0.006326035714285694
2020-01-09,23739.87,0.14044800000000002,0.030072357142857165,0.009058750000000004
2020-01-10,23850.57,0.1325625,0.02952049999999999,0.0036647499999999944
2020-01-14,24025.17,0.1279245,0.020822000000000007,0.00408
2020-01-15,23916.58,0.12743314285714286,0.02512960714285714,0.007575857142857134
2020-01-16,23933.13,0.12358621428571429,0.023310821428571424,0.006646624999999989
2020-01-17,24041.26,0.11614803571428572,0.019628178571428567,0.0056464642857142755
2020-01-20,24083.51,0.11952914285714286,0.02039692857142858,0.0027523571428571397
